Driver,LapNumber,Mean_Apex_Speed_Ratio,Std_Apex_Speed_Ratio,Mean_Brake_Fraction,Std_Brake_Fraction,Mean_Brake_Point_Norm,Std_Brake_Point_Norm,Mean_Throttle_On_Dist_Norm,Std_Throttle_On_Dist_Norm,Mean_Throttle_Integral_Norm,Std_Throttle_Integral_Norm,Mean_Speed_CV,Std_Speed_CV,LapTime_Sec,Z_Mean_Apex_Speed_Ratio,Z_Mean_Throttle_On_Dist_Norm,Z_Mean_Throttle_Integral_Norm,P_0,P_1,P_2,Style_Cluster_ID,Style_Entropy
GAS,4.0,0.8623048983005567,0.2160503007547542,0.17237671093738466,0.1886605611511491,0.1336466695118564,0.135235360956188,0.2937174028957463,0.18609981808555243,0.5813172167211945,0.2501228635323006,0.08654918378104344,0.06795336428799138,93.349,0.18887736735000252,0.29661210482249745,-0.3456940136998239,0.4238075717708133,0.3127485449261805,0.2634438833030063,0,1.0787653310875465
GAS,5.0,0.8709171209345963,0.20872050962750183,0.17940623054908653,0.20389269762255088,0.08284643744651043,0.08708092346075279,0.2619554817384169,0.24364484543311643,0.6328846589006258,0.271138447980412,0.08653790950160935,0.06695174818632385,93.863,0.4885033870076447,-0.014257702541209796,0.2812632058604289,0.26554415478859844,0.6301864862690233,0.10426935894237829,1,0.8788165177859294
GAS,6.0,0.8534008336229305,0.18938014996078123,0.16098342471072608,0.1959795708140644,0.09844855799783454,0.1228026840220217,0.3096458839402757,0.33135090284872865,0.529227976977044,0.32237519359302824,0.08404941419190615,0.07253366256306608,94.143,-0.1209020672394572,0.4525121150700403,-0.9789952506579401,0.17670402363355928,0.11607321723855485,0.7072227591278857,2,0.8012337713405326
GAS,7.0,0.8378386777665531,0.21366599824657762,0.19122542057152322,0.19416872488121972,0.10340172124060036,0.12793683832764063,0.3383294650868613,0.2842024049602731,0.500340071292096,0.2490245594652957,0.08492590088943806,0.06419244650223914,94.399,-0.6623217465343847,0.7332526691873926,-1.3302145522500979,0.03656547788611447,0.02468557032090615,0.9387489517929796,2,0.2716926172947574
GAS,8.0,0.8454253217279593,0.1958147637935822,0.15345478678422048,0.168130728498443,0.04734685274108873,0.2978809834181167,0.2734422454454147,0.29484882608848995,0.7222204393687679,0.2741624906904717,0.0858188950616165,0.06796968523519945,93.905,-0.3983764179810764,0.09816899870078372,1.367408070960836,4.2191450003977884e-05,0.9474689888118489,0.05248881973814719,1,0.20624414143392383
GAS,9.0,0.913401399440089,0.15704087296282462,0.17442342193647323,0.19575085806662262,0.08103749301680495,0.10387321531881459,0.38265195422793324,0.32379416141277506,0.5703759275556224,0.3148521012276905,0.08490603411593738,0.06311820940180067,93.592,1.9665649522434165,1.1670590372881926,-0.47871826201881373,0.00010121999660345587,0.02509248954486731,0.974806290458529,2,0.11827520070786537
GAS,10.0,0.8619800271419267,0.19118991514094016,0.18753980626831482,0.21060156560308302,0.10851524723867582,0.11561898098951695,0.26706423375670335,0.2743097666115969,0.6085724780252884,0.3089821922927288,0.09097873725223711,0.06958334107405045,93.855,0.17757484344901317,0.03574420848699579,-0.01432441064399004,0.5283054589238781,0.3484161325605598,0.12327840851556188,0,0.9625166541102803
GAS,11.0,0.8400615659977854,0.18237429383044465,0.17367313408034862,0.2139318151749994,0.09828667406756032,0.12157493630114818,0.3899053525562307,0.34873491405621065,0.507579309277134,0.32171893125713824,0.08554134088912102,0.06206126912251469,93.836,-0.5849857113237459,1.238051674348175,-1.2421998606731566,0.026313912485143205,0.022516027916271344,0.9511700595985857,2,0.2287540462721272
GAS,12.0,0.8270371906577562,0.22686549088584235,0.19521094878505404,0.21188959253687023,0.08244823999588048,0.10879222497124001,0.32347446991578843,0.3393993526682634,0.5685229193512247,0.3193930964343595,0.08759793479909846,0.060520640037154204,93.705,-1.0381140043889754,0.5878594020627254,-0.5012471450223402,0.3469709140336955,0.13683478037420369,0.5161943055921007,2,0.9807803222466842
GAS,13.0,0.8507354672295981,0.19494166770743643,0.16471084304049466,0.20900291350780503,0.10179844677769065,0.10820317651666798,0.315026609695434,0.2903846900611342,0.5658315927034425,0.32658079731942113,0.08753306967935504,0.06628061244587918,93.683,-0.21363226678247926,0.5051759690824417,-0.5339683078473396,0.372482354747167,0.20664751981234053,0.4208701254404925,2,1.0579143745608544
